company,role,location,education,years_of_experience,base_salary,annual_bonus,annual_stock,total_compensation,company_tier,remote_work
Databricks,Senior Data Scientist,"San Francisco, CA",Bachelor's,1,299668,25297,19161,344126,Tier2,1
Meta,ML Engineer,"New York, NY",Bootcamp,8,357993,69875,72962,500830,FAANG,0
Airbnb,Staff Engineer,"Denver, CO",Bachelor's,3,274935,41991,19199,336125,Tier2,0
Amazon,Staff Engineer,"New York, NY",Master's,2,403153,73826,17369,494348,FAANG,0
Meta,Senior Product Manager,"Chicago, IL",PhD,2,317026,73604,8456,399086,FAANG,1
Series B Startup,Senior Data Scientist,"Los Angeles, CA",Bachelor's,1,159621,9825,0,169446,Startup,1
Microsoft,Engineering Manager,"Seattle, WA",Master's,2,393716,45469,30940,470125,Tier2,0
ServiceNow,Staff Engineer,"San Francisco, CA",Master's,2,377809,66624,0,444433,Tier3,1
Netflix,Principal Engineer,"Boston, MA",PhD,0,539434,26136,44661,610231,FAANG,1
Netflix,Senior Software Engineer,"Denver, CO",Master's,13,309482,17199,19212,345893,FAANG,1
Google,ML Engineer,Remote,Bachelor's,3,217788,25498,27643,270929,FAANG,1
Netflix,Senior Product Manager,"Atlanta, GA",Master's,5,298467,62511,16598,377576,FAANG,1
Workday,Software Engineer,"New York, NY",Bachelor's,1,162994,23126,0,186120,Tier3,0
Stripe,ML Engineer,"Boston, MA",Bachelor's,0,194748,10355,33480,238583,Tier2,1
IBM,ML Engineer,"Chicago, IL",PhD,16,256705,41084,0,297789,Tier3,0
Meta,Senior Data Scientist,Remote,PhD,4,313502,39598,20434,373534,FAANG,0
Apple,Product Manager,"Los Angeles, CA",Bootcamp,2,253277,34054,28310,315641,FAANG,0
Series B Startup,Staff Engineer,Remote,PhD,1,218639,19733,0,238372,Startup,0
Oracle,ML Engineer,"Denver, CO",PhD,1,179042,17111,0,196153,Tier3,1
IBM,Principal Engineer,"Los Angeles, CA",Master's,2,357813,68607,0,426420,Tier3,0
SAP,Principal Engineer,"Los Angeles, CA",Master's,22,432794,70100,0,502894,Tier3,1
ServiceNow,Principal Engineer,"Boston, MA",Master's,3,382418,66448,0,448866,Tier3,1
IBM,Data Scientist,"Denver, CO",Bootcamp,11,149038,21335,0,170373,Tier3,0
Series B Startup,ML Engineer,"San Francisco, CA",PhD,8,298688,40620,0,339308,Startup,1
Airbnb,Data Scientist,Remote,Bachelor's,11,222276,12572,22980,257828,Tier2,0
SAP,ML Engineer,"Boston, MA",Bachelor's,4,169337,12192,0,181529,Tier3,1
Amazon,Software Engineer,"Los Angeles, CA",Bachelor's,3,238779,43866,7487,290132,FAANG,1
Apple,Senior Product Manager,"Boston, MA",Master's,11,437163,59676,57528,554367,FAANG,1
Workday,Senior Data Scientist,"Atlanta, GA",Bachelor's,4,191236,14348,0,205584,Tier3,0
ServiceNow,Engineering Manager,"Atlanta, GA",Master's,8,268599,58527,0,327126,Tier3,0
Series A Startup,Principal Engineer,"Los Angeles, CA",Master's,1,323224,40585,0,363809,Startup,0
Databricks,Senior Product Manager,"Denver, CO",Bachelor's,1,237966,51973,20950,310889,Tier2,1
Intuit,ML Engineer,"Austin, TX",Bachelor's,2,162393,22103,0,184496,Tier3,1
Databricks,Principal Engineer,Remote,Bachelor's,2,360311,68949,12393,441653,Tier2,1
Airbnb,Product Manager,"Seattle, WA",Bootcamp,10,258175,55337,9781,323293,Tier2,0
IBM,Engineering Manager,"Los Angeles, CA",Master's,1,253944,33946,0,287890,Tier3,1
Microsoft,Senior Product Manager,"Los Angeles, CA",Bachelor's,6,271241,33805,15231,320277,Tier2,1
Microsoft,Software Engineer,"Los Angeles, CA",Master's,1,187179,33602,24367,245148,Tier2,0
Lyft,Senior Product Manager,"Atlanta, GA",Master's,5,248500,49396,35201,333097,Tier2,0
Salesforce,ML Engineer,"Atlanta, GA",Bachelor's,9,223186,16678,9258,249122,Tier2,0
Salesforce,Senior Product Manager,"New York, NY",Master's,2,289710,26325,31432,347467,Tier2,0
Meta,Product Manager,"Seattle, WA",Bachelor's,12,385681,73126,70691,529498,FAANG,0
Apple,Senior Product Manager,"Denver, CO",Master's,1,250068,42977,8972,302017,FAANG,0
Early Stage Startup,Principal Engineer,Remote,Self-taught,2,244737,15045,0,259782,Startup,0
Series B Startup,Senior Data Scientist,"San Francisco, CA",Bachelor's,5,266472,16449,0,282921,Startup,0
Series A Startup,Staff Engineer,"Seattle, WA",Bachelor's,0,239678,34986,0,274664,Startup,0
Salesforce,Senior Software Engineer,"Atlanta, GA",Bootcamp,0,162163,7487,3706,173356,Tier2,0
ServiceNow,Software Engineer,Remote,Bachelor's,1,126434,24373,0,150807,Tier3,1
Microsoft,Senior Product Manager,"Boston, MA",Master's,5,300484,54970,16801,372255,Tier2,0
Workday,Senior Product Manager,"San Francisco, CA",Bachelor's,14,357313,50930,0,408243,Tier3,1
Early Stage Startup,Product Manager,"Atlanta, GA",Bachelor's,3,128293,23739,0,152032,Startup,1
SAP,Software Engineer,"Atlanta, GA",Bachelor's,3,136212,12505,0,148717,Tier3,0
Microsoft,Software Engineer,"San Francisco, CA",Master's,4,231986,16664,21706,270356,Tier2,0
Intuit,Senior Data Scientist,"Boston, MA",PhD,0,207754,44489,0,252243,Tier3,0
Microsoft,Software Engineer,"Seattle, WA",Bootcamp,1,185283,30087,11319,226689,Tier2,0
Netflix,Data Scientist,"Atlanta, GA",Bachelor's,0,171984,15673,12743,200400,FAANG,0
SAP,Software Engineer,"Los Angeles, CA",Bachelor's,1,138470,22030,0,160500,Tier3,0
Microsoft,Senior Product Manager,"Los Angeles, CA",Bachelor's,0,326746,17796,21170,365712,Tier2,1
Google,Product Manager,"Denver, CO",Bachelor's,6,240958,22218,19094,282270,FAANG,0
Lyft,Senior Software Engineer,"Chicago, IL",Master's,8,218853,37888,24157,280898,Tier2,1
Intuit,ML Engineer,"Seattle, WA",Master's,2,224889,46503,0,271392,Tier3,0
Databricks,Senior Software Engineer,"Seattle, WA",Bootcamp,12,297961,33416,34775,366152,Tier2,0
Airbnb,ML Engineer,"Los Angeles, CA",Bachelor's,0,198791,35474,8137,242402,Tier2,0
Lyft,Senior Product Manager,"Chicago, IL",Bachelor's,12,275400,46237,20291,341928,Tier2,0
SAP,Product Manager,"Austin, TX",PhD,1,139156,17429,0,156585,Tier3,0
Amazon,Staff Engineer,"Chicago, IL",Bachelor's,15,466355,19947,83856,570158,FAANG,0
Netflix,Principal Engineer,"Chicago, IL",Bachelor's,2,462538,44109,60008,566655,FAANG,0
IBM,Staff Engineer,"Austin, TX",Master's,6,240716,46142,0,286858,Tier3,0
Microsoft,Data Scientist,"Austin, TX",Self-taught,15,238631,18275,9903,266809,Tier2,0
Lyft,ML Engineer,"Los Angeles, CA",Bachelor's,6,290211,48066,17314,355591,Tier2,0
Lyft,Engineering Manager,"Seattle, WA",Master's,8,390362,50422,24358,465142,Tier2,0
Uber,Data Scientist,"Los Angeles, CA",Bachelor's,5,247782,47941,15379,311102,Tier2,1
Intuit,Principal Engineer,"Seattle, WA",Bachelor's,1,338662,72183,0,410845,Tier3,0
Apple,Product Manager,"Boston, MA",Master's,4,251588,28822,22715,303125,FAANG,1
Series A Startup,Data Scientist,"Denver, CO",Bachelor's,2,128401,13853,0,142254,Startup,0
IBM,Senior Product Manager,"New York, NY",Bachelor's,0,235908,15048,0,250956,Tier3,1
SAP,Data Scientist,Remote,Master's,0,140919,26509,0,167428,Tier3,0
Uber,Principal Engineer,"Chicago, IL",PhD,2,348283,13926,43608,405817,Tier2,0
Netflix,Data Scientist,"Austin, TX",PhD,3,263502,13046,17638,294186,FAANG,0
Oracle,Senior Product Manager,"Boston, MA",Master's,2,225895,23727,0,249622,Tier3,1
Google,ML Engineer,"Los Angeles, CA",Bachelor's,2,357752,28282,8796,394830,FAANG,0
Apple,Data Scientist,"Chicago, IL",Bachelor's,0,189148,12521,6286,207955,FAANG,0
Databricks,Senior Software Engineer,"Los Angeles, CA",Master's,2,208512,27712,6705,242929,Tier2,1
Amazon,Senior Product Manager,"Denver, CO",Master's,2,284662,16883,45292,346837,FAANG,0
Google,Principal Engineer,"Chicago, IL",Bachelor's,4,396763,50865,20314,467942,FAANG,0
Uber,Staff Engineer,"Austin, TX",Bootcamp,2,234985,59084,28198,322267,Tier2,0
Meta,Data Scientist,"Chicago, IL",Master's,11,321511,52660,10413,384584,FAANG,0
Netflix,Senior Software Engineer,"Chicago, IL",PhD,5,315790,28949,42147,386886,FAANG,0
SAP,ML Engineer,"Boston, MA",Bachelor's,6,242154,28404,0,270558,Tier3,0
SAP,Data Scientist,"New York, NY",PhD,0,176597,27972,0,204569,Tier3,0
Uber,Staff Engineer,"San Francisco, CA",Master's,14,506071,52407,89755,648233,Tier2,1
Uber,Software Engineer,"Austin, TX",Bootcamp,2,139804,17811,23885,181500,Tier2,0
Early Stage Startup,Product Manager,"Los Angeles, CA",Master's,0,160754,10780,0,171534,Startup,0
Workday,ML Engineer,"San Francisco, CA",Bachelor's,2,288607,54076,0,342683,Tier3,1
SAP,Senior Software Engineer,"Denver, CO",Master's,5,171629,30096,0,201725,Tier3,0
Meta,Senior Data Scientist,"Chicago, IL",Master's,18,348272,53879,15598,417749,FAANG,0
Microsoft,Staff Engineer,"Atlanta, GA",Master's,2,248381,49543,30961,328885,Tier2,1
Stripe,Senior Data Scientist,"Los Angeles, CA",Master's,15,352298,25177,28186,405661,Tier2,0
Meta,Product Manager,"Chicago, IL",Self-taught,0,171177,26380,19088,216645,FAANG,0
Meta,Principal Engineer,"New York, NY",Master's,18,667999,31073,78839,777911,FAANG,0
Early Stage Startup,Engineering Manager,"Austin, TX",Bootcamp,1,206600,20075,0,226675,Startup,0
Uber,Senior Product Manager,"Denver, CO",Master's,3,219438,17472,9690,246600,Tier2,1
ServiceNow,ML Engineer,"Denver, CO",Bachelor's,1,178436,16237,0,194673,Tier3,1
Airbnb,Product Manager,"San Francisco, CA",Master's,6,316817,37045,31850,385712,Tier2,0
Intuit,Engineering Manager,"New York, NY",Bachelor's,5,281922,41334,0,323256,Tier3,0
Salesforce,Software Engineer,Remote,Bachelor's,14,225436,14882,22198,262516,Tier2,0
Google,Data Scientist,"San Francisco, CA",Master's,11,411744,83870,36442,532056,FAANG,1
Early Stage Startup,Data Scientist,"Austin, TX",Bachelor's,8,162700,16479,0,179179,Startup,1
Stripe,Senior Software Engineer,Remote,Bootcamp,1,186618,11892,8134,206644,Tier2,0
Databricks,Software Engineer,"Denver, CO",Bootcamp,9,175187,18510,22647,216344,Tier2,1
Databricks,Product Manager,"Boston, MA",Master's,4,225456,37559,30907,293922,Tier2,1
Intuit,Senior Product Manager,"Chicago, IL",Master's,2,217244,18851,0,236095,Tier3,0
Series B Startup,ML Engineer,"San Francisco, CA",PhD,2,219809,43970,0,263779,Startup,0
IBM,Senior Product Manager,"Denver, CO",Master's,5,217451,16088,0,233539,Tier3,1
Airbnb,Product Manager,Remote,Bachelor's,0,184471,12643,13786,210900,Tier2,0
Salesforce,Product Manager,"Seattle, WA",Bachelor's,4,265756,53149,34633,353538,Tier2,0
ServiceNow,ML Engineer,"Chicago, IL",Bachelor's,2,173365,10928,0,184293,Tier3,0
Early Stage Startup,Senior Data Scientist,"Atlanta, GA",Bachelor's,0,137205,25802,0,163007,Startup,0
Lyft,Data Scientist,Remote,Bachelor's,1,156284,11029,29858,197171,Tier2,1
SAP,Senior Software Engineer,"Boston, MA",Master's,0,205034,27149,0,232183,Tier3,0
Google,Senior Data Scientist,"Los Angeles, CA",Master's,3,360198,16387,53966,430551,FAANG,0
Apple,Senior Software Engineer,"Denver, CO",Bachelor's,11,315238,56552,23784,395574,FAANG,1
SAP,Principal Engineer,"Boston, MA",Self-taught,1,337585,69561,0,407146,Tier3,0
Microsoft,Data Scientist,"San Francisco, CA",Bachelor's,12,346592,43970,18225,408787,Tier2,1
IBM,Product Manager,"Los Angeles, CA",Bachelor's,1,153190,22335,0,175525,Tier3,1
Netflix,Senior Software Engineer,"Boston, MA",Bootcamp,1,259103,30706,7184,296993,FAANG,1
Google,ML Engineer,"New York, NY",Bachelor's,4,352767,42322,45604,440693,FAANG,0
Databricks,ML Engineer,"New York, NY",Bachelor's,3,253341,27349,13403,294093,Tier2,0
Series A Startup,ML Engineer,"Austin, TX",Master's,3,173745,18484,0,192229,Startup,0
Meta,Staff Engineer,"Chicago, IL",Master's,2,330099,54753,13723,398575,FAANG,1
Workday,Data Scientist,"Boston, MA",Master's,0,144070,13508,0,157578,Tier3,0
Databricks,Software Engineer,Remote,Bachelor's,0,167814,22812,14470,205096,Tier2,1
SAP,Senior Product Manager,"Los Angeles, CA",Bootcamp,1,252625,35043,0,287668,Tier3,1
Meta,Software Engineer,Remote,Master's,0,196372,43462,8823,248657,FAANG,1
SAP,Senior Data Scientist,"Austin, TX",Bachelor's,1,175628,32539,0,208167,Tier3,0
Apple,Principal Engineer,"New York, NY",PhD,8,639036,83638,80780,803454,FAANG,1
Salesforce,Principal Engineer,"Austin, TX",Bachelor's,0,326552,34043,38306,398901,Tier2,0
Apple,Data Scientist,"Chicago, IL",PhD,6,289985,50351,15763,356099,FAANG,0
IBM,Engineering Manager,"Denver, CO",Bachelor's,0,226122,44869,0,270991,Tier3,0
Intuit,Engineering Manager,"Denver, CO",Bachelor's,7,238478,18422,0,256900,Tier3,0
Series B Startup,Senior Data Scientist,"Atlanta, GA",Bachelor's,3,156277,9583,0,165860,Startup,0
Stripe,Principal Engineer,"Chicago, IL",Master's,14,429650,46026,40237,515913,Tier2,1
Uber,Senior Product Manager,"San Francisco, CA",Bachelor's,0,324601,44536,35561,404698,Tier2,0
Series B Startup,Senior Software Engineer,"Denver, CO",Bachelor's,0,157376,24141,0,181517,Startup,0
Oracle,ML Engineer,"Austin, TX",Bachelor's,0,151333,15060,0,166393,Tier3,1
Amazon,ML Engineer,"Chicago, IL",Bootcamp,11,286694,32687,13900,333281,FAANG,1
Apple,Senior Product Manager,"Atlanta, GA",Bachelor's,6,241821,21942,17169,280932,FAANG,0
IBM,ML Engineer,"Atlanta, GA",Bachelor's,0,119768,13168,0,132936,Tier3,1
Workday,Senior Product Manager,"Boston, MA",Bachelor's,2,210659,39684,0,250343,Tier3,1
Workday,Principal Engineer,"Los Angeles, CA",Bachelor's,3,325596,64471,0,390067,Tier3,1
ServiceNow,Engineering Manager,"Seattle, WA",Master's,1,319871,31619,0,351490,Tier3,1
Microsoft,Senior Product Manager,"New York, NY",Self-taught,16,387009,22810,41440,451259,Tier2,0
Series B Startup,Senior Data Scientist,"Austin, TX",Bachelor's,4,184876,11220,0,196096,Startup,1
Lyft,Software Engineer,"Los Angeles, CA",Bachelor's,9,260674,36970,7503,305147,Tier2,0
Series B Startup,Senior Data Scientist,"Austin, TX",Bachelor's,4,172604,18925,0,191529,Startup,0
Oracle,Senior Software Engineer,"Atlanta, GA",Master's,1,164163,11872,0,176035,Tier3,1
Amazon,Engineering Manager,"San Francisco, CA",Self-taught,0,489431,74040,58399,621870,FAANG,0
Salesforce,Senior Data Scientist,"Atlanta, GA",PhD,0,206691,21477,20750,248918,Tier2,0
Microsoft,Staff Engineer,Remote,Master's,2,261376,25151,24906,311433,Tier2,1
Databricks,Principal Engineer,"Seattle, WA",Self-taught,1,394751,28964,66877,490592,Tier2,1
Stripe,Senior Product Manager,"Atlanta, GA",Master's,7,248603,56643,18207,323453,Tier2,0
Oracle,Software Engineer,"Chicago, IL",Self-taught,0,119979,7118,0,127097,Tier3,0
Oracle,Senior Software Engineer,Remote,Bootcamp,3,167523,16637,0,184160,Tier3,0
Uber,Software Engineer,"Atlanta, GA",Master's,5,187625,9777,15420,212822,Tier2,1
Airbnb,Staff Engineer,"Seattle, WA",Bachelor's,0,363554,37958,51501,453013,Tier2,0
Series A Startup,Engineering Manager,"Boston, MA",Master's,1,235612,27324,0,262936,Startup,0
Uber,Senior Software Engineer,Remote,Bachelor's,3,241649,12279,16626,270554,Tier2,0
Uber,Senior Data Scientist,"New York, NY",Bachelor's,13,318881,26249,33144,378274,Tier2,0
Uber,Engineering Manager,"Los Angeles, CA",Master's,7,332585,51008,29212,412805,Tier2,0
Intuit,Engineering Manager,"New York, NY",Master's,2,293595,37081,0,330676,Tier3,0
ServiceNow,Software Engineer,"Denver, CO",Bachelor's,0,109182,15321,0,124503,Tier3,1
ServiceNow,Engineering Manager,"New York, NY",Bachelor's,8,356300,34554,0,390854,Tier3,1
Uber,ML Engineer,"Austin, TX",Master's,5,237073,29051,25585,291709,Tier2,0
Series B Startup,Senior Data Scientist,"Boston, MA",Bachelor's,1,195983,15970,0,211953,Startup,1
Google,Staff Engineer,"Denver, CO",Bachelor's,2,326473,41327,11000,378800,FAANG,0
Apple,Product Manager,"New York, NY",Self-taught,2,272872,22959,29663,325494,FAANG,0
Lyft,Data Scientist,"Boston, MA",Self-taught,8,210758,26132,16741,253631,Tier2,0
Intuit,Product Manager,"Los Angeles, CA",Master's,3,183931,25093,0,209024,Tier3,0
Google,Product Manager,"Los Angeles, CA",Bachelor's,3,288611,48172,14307,351090,FAANG,1
Workday,Product Manager,"Austin, TX",Bachelor's,5,165047,11662,0,176709,Tier3,0
Oracle,Senior Data Scientist,"New York, NY",Self-taught,4,207015,38883,0,245898,Tier3,1
Series B Startup,Senior Data Scientist,Remote,Bachelor's,2,167813,29016,0,196829,Startup,1
Series B Startup,Engineering Manager,"Chicago, IL",Bachelor's,16,273996,15831,0,289827,Startup,1
Databricks,Product Manager,"Denver, CO",Master's,4,209985,27585,10971,248541,Tier2,0
Series A Startup,Senior Product Manager,"Chicago, IL",Bootcamp,9,212490,24665,0,237155,Startup,1
Meta,Data Scientist,"Seattle, WA",Master's,5,355283,32782,18976,407041,FAANG,0
Oracle,Senior Data Scientist,Remote,Bachelor's,4,224893,24840,0,249733,Tier3,1
Stripe,Senior Software Engineer,"Chicago, IL",PhD,4,196130,24633,16080,236843,Tier2,0
Airbnb,Senior Product Manager,Remote,Bachelor's,1,250987,33457,18421,302865,Tier2,0
Workday,Senior Product Manager,"Boston, MA",Bachelor's,0,211180,29605,0,240785,Tier3,1
Lyft,Data Scientist,"San Francisco, CA",Bachelor's,0,224902,30608,31797,287307,Tier2,0
Microsoft,Senior Software Engineer,Remote,Bachelor's,2,218563,26742,20390,265695,Tier2,0
SAP,Data Scientist,"Atlanta, GA",Bachelor's,7,145144,34421,0,179565,Tier3,1
Intuit,Senior Product Manager,"Boston, MA",Master's,2,232763,9541,0,242304,Tier3,1
Series B Startup,Data Scientist,"Atlanta, GA",Bachelor's,4,123348,13469,0,136817,Startup,1
Series A Startup,Product Manager,Remote,Master's,0,153817,29654,0,183471,Startup,1
Oracle,Engineering Manager,"Los Angeles, CA",Bachelor's,9,339197,50558,0,389755,Tier3,0
Stripe,Principal Engineer,"Seattle, WA",Bachelor's,3,457255,25894,50963,534112,Tier2,1
Airbnb,Data Scientist,"Austin, TX",Master's,1,180035,14413,31492,225940,Tier2,1
Early Stage Startup,Data Scientist,"Denver, CO",Bachelor's,8,146699,12327,0,159026,Startup,1
Databricks,Senior Data Scientist,"Denver, CO",Master's,8,259929,59233,33641,352803,Tier2,0
Apple,Senior Data Scientist,"Austin, TX",Bachelor's,0,261717,59489,14153,335359,FAANG,0
ServiceNow,Software Engineer,"Chicago, IL",Self-taught,0,105937,13079,0,119016,Tier3,1
Databricks,ML Engineer,"San Francisco, CA",Bachelor's,11,364518,83842,22141,470501,Tier2,1
Airbnb,Senior Product Manager,"Denver, CO",Master's,16,311964,51154,23263,386381,Tier2,0
Stripe,Senior Data Scientist,"Denver, CO",Bachelor's,2,202175,29147,15992,247314,Tier2,0
Google,Principal Engineer,"Atlanta, GA",Master's,2,377361,55626,19885,452872,FAANG,0
Microsoft,Senior Data Scientist,"Austin, TX",Bachelor's,0,207749,13123,11866,232738,Tier2,0
Uber,Senior Data Scientist,"Denver, CO",PhD,19,313632,47643,20631,381906,Tier2,0
IBM,Software Engineer,"Boston, MA",Bachelor's,2,124818,12294,0,137112,Tier3,1
Workday,Senior Data Scientist,"Austin, TX",Bootcamp,1,170352,10057,0,180409,Tier3,0
Uber,Principal Engineer,"Los Angeles, CA",Master's,25,483244,53929,30297,567470,Tier2,1
Uber,Data Scientist,"Chicago, IL",Bachelor's,4,194462,8189,19608,222259,Tier2,1
SAP,ML Engineer,"Atlanta, GA",PhD,2,162244,10061,0,172305,Tier3,0
Salesforce,ML Engineer,"Boston, MA",Master's,4,240206,14955,31535,286696,Tier2,0
Intuit,Senior Data Scientist,"Denver, CO",Bachelor's,1,188714,15373,0,204087,Tier3,0
Uber,Engineering Manager,"Denver, CO",Bachelor's,2,307254,42428,8538,358220,Tier2,0
Uber,Data Scientist,"San Francisco, CA",Bootcamp,0,221403,21611,8146,251160,Tier2,0
Stripe,Data Scientist,"Boston, MA",Master's,0,189936,14604,19871,224411,Tier2,0
Netflix,Software Engineer,"Boston, MA",Bachelor's,1,233974,51416,16497,301887,FAANG,0
Salesforce,Product Manager,"Chicago, IL",Bootcamp,5,178522,24776,17023,220321,Tier2,0
Apple,Software Engineer,"Boston, MA",Bachelor's,3,261242,34600,22407,318249,FAANG,0
Microsoft,Principal Engineer,"Austin, TX",Master's,8,435400,44007,22825,502232,Tier2,1
Microsoft,Senior Data Scientist,"Boston, MA",Master's,1,287670,32329,25593,345592,Tier2,1
Stripe,Software Engineer,Remote,Bachelor's,0,142268,18009,21819,182096,Tier2,0
Stripe,Senior Product Manager,"Denver, CO",PhD,2,235776,27401,34976,298153,Tier2,1
Stripe,Senior Product Manager,"New York, NY",Self-taught,3,290112,52192,31370,373674,Tier2,0
Intuit,Data Scientist,"New York, NY",PhD,1,188560,16869,0,205429,Tier3,0
SAP,Product Manager,"Austin, TX",Bachelor's,9,212004,27905,0,239909,Tier3,0
Early Stage Startup,Data Scientist,"Chicago, IL",PhD,12,158291,26750,0,185041,Startup,0
Google,ML Engineer,Remote,Bootcamp,1,182182,30998,16920,230100,FAANG,1
